"","ID","Name","Timestamp","Sender","Event Type","Battery","Impacts","Temp (f)","Light (Im)","Distance (m)","Latitude","Longitude","GPS Fix","Received","Address","Altitude"
"","357591080390195","18034746","2018-08-21 6:17:10 am","18034746","UPDATE","3.58","0","72.48","0","0","35.266964","-120.65926","Valid(1)","2018-08-21 6:17:50 am","","0"
"","357591080390195","18034746","2018-08-21 6:11:28 am","18034746","UPDATE","3.58","0","72.52","0","0","35.266846","-120.65945","Valid(1)","2018-08-21 6:12:05 am","","0"
"","357591080390195","18034746","2018-08-21 6:05:49 am","18034746","UPDATE","3.59","0","72.55","0","0","35.26659","-120.65943","Valid(1)","2018-08-21 6:06:23 am","","0"
"","357591080390195","18034746","2018-08-21 6:00:00 am","18034746","UPDATE","3.58","0","72.59","0","0","35.267494","-120.659","Valid(1)","2018-08-21 6:00:44 am","","0"
"","357591080390195","18034746","2018-08-21 5:54:19 am","18034746","UPDATE","3.58","0","72.61","0","0","35.266743","-120.6594","Valid(1)","2018-08-21 5:54:55 am","","0"
"","357591080390195","18034746","2018-08-21 5:48:37 am","18034746","UPDATE","3.58","0","72.64","0","0","35.26693","-120.65951","Valid(1)","2018-08-21 5:49:14 am","","0"
"","357591080390195","18034746","2018-08-21 5:43:00 am","18034746","UPDATE","3.59","0","72.64","0","0","35.266678","-120.65938","Valid(1)","2018-08-21 5:43:32 am","","0"
"","357591080390195","18034746","2018-08-21 5:37:24 am","18034746","UPDATE","3.59","0","72.70","0","0","35.266685","-120.65921","Valid(1)","2018-08-21 5:37:55 am","","0"
"","357591080390195","18034746","2018-08-21 5:31:48 am","18034746","UPDATE","3.59","0","72.72","0","0","35.266506","-120.65882","Valid(1)","2018-08-21 5:32:19 am","","0"
"","357591080390195","18034746","2018-08-21 5:26:15 am","18034746","UPDATE","3.6","0","72.77","0","0","35.266975","-120.6593","Valid(1)","2018-08-21 5:26:43 am","","0"
"","357591080390195","18034746","2018-08-21 5:20:39 am","18034746","UPDATE","3.59","0","72.84","0","0","35.26673","-120.65887","Valid(1)","2018-08-21 5:21:10 am","","0"
"","357591080390195","18034746","2018-08-21 5:15:01 am","18034746","UPDATE","3.59","0","72.86","0","0","35.267086","-120.65936","Valid(1)","2018-08-21 5:15:34 am","","0"
"","357591080390195","18034746","2018-08-21 5:08:40 am","18034746","UPDATE","3.57","0","72.88","0","0","35.266987","-120.65924","Valid(1)","2018-08-21 5:15:33 am","","0"
"","357591080390195","18034746","2018-08-21 5:03:10 am","18034746","UPDATE","3.6","0","72.86","0","0","35.267178","-120.65934","Valid(1)","2018-08-21 5:03:36 am","","0"
"","357591080390195","18034746","2018-08-21 4:57:41 am","18034746","UPDATE","3.6","0","72.91","0","0","35.267044","-120.65926","Valid(1)","2018-08-21 4:58:06 am","","0"
"","357591080390195","18034746","2018-08-21 4:52:07 am","18034746","UPDATE","3.59","0","72.97","0","0","35.267212","-120.65948","Valid(1)","2018-08-21 4:52:36 am","","0"
"","357591080390195","18034746","2018-08-21 4:46:36 am","18034746","UPDATE","3.6","0","73.00","0","0","35.267063","-120.65928","Valid(1)","2018-08-21 4:47:02 am","","0"
"","357591080390195","18034746","2018-08-21 4:41:05 am","18034746","UPDATE","3.6","0","73.02","0","0","35.26705","-120.65918","Valid(1)","2018-08-21 4:41:31 am","","0"
"","357591080390195","18034746","2018-08-21 4:35:34 am","18034746","UPDATE","3.6","0","73.08","0","0","35.26713","-120.6594","Valid(1)","2018-08-21 4:36:00 am","","0"
"","357591080390195","18034746","2018-08-21 4:30:02 am","18034746","UPDATE","3.6","0","73.17","0","0","35.266872","-120.65879","Valid(1)","2018-08-21 4:30:29 am","","0"
"","357591080390195","18034746","2018-08-21 4:24:28 am","18034746","UPDATE","3.59","0","73.22","0","0","35.26669","-120.65868","Valid(1)","2018-08-21 4:24:57 am","","0"
"","357591080390195","18034746","2018-08-21 4:18:55 am","18034746","UPDATE","3.59","0","73.24","0","0","35.26708","-120.65926","Valid(1)","2018-08-21 4:19:23 am","","0"
"","357591080390195","18034746","2018-08-21 4:13:25 am","18034746","UPDATE","3.6","0","73.31","0","0","35.26715","-120.65956","Valid(1)","2018-08-21 4:13:50 am","","0"
"","357591080390195","18034746","2018-08-21 4:07:53 am","18034746","UPDATE","3.6","0","73.38","0","0","35.266983","-120.65906","Valid(1)","2018-08-21 4:08:20 am","","0"
"","357591080390195","18034746","2018-08-21 4:02:07 am","18034746","UPDATE","3.58","0","73.45","0","0","35.266994","-120.65915","Valid(1)","2018-08-21 4:02:48 am","","0"
"","357591080390195","18034746","2018-08-21 3:56:27 am","18034746","UPDATE","3.58","0","73.47","0","0","35.26691","-120.65894","Valid(1)","2018-08-21 3:57:02 am","","0"
"","357591080390195","18034746","2018-08-21 3:50:47 am","18034746","UPDATE","3.58","0","73.51","0","0","35.267048","-120.65911","Valid(1)","2018-08-21 3:51:21 am","","0"
"","357591080390195","18034746","2018-08-21 3:45:08 am","18034746","UPDATE","3.59","0","73.56","0","0","35.26699","-120.65917","Valid(1)","2018-08-21 3:45:41 am","","0"
"","357591080390195","18034746","2018-08-21 3:39:04 am","18034746","UPDATE","3.59","0","73.56","0","0","35.267117","-120.65924","Valid(1)","2018-08-21 3:45:41 am","","0"
"","357591080390195","18034746","2018-08-21 3:33:32 am","18034746","UPDATE","3.6","0","73.62","0","0","35.267048","-120.6593","Valid(1)","2018-08-21 3:34:03 am","","0"
"","357591080390195","18034746","2018-08-21 3:28:01 am","18034746","UPDATE","3.6","0","73.69","0","0","35.267082","-120.65909","Valid(1)","2018-08-21 3:28:31 am","","0"
"","357591080390195","18034746","2018-08-21 3:22:29 am","18034746","UPDATE","3.59","0","73.78","0","0","35.267025","-120.65924","Valid(1)","2018-08-21 3:23:00 am","","0"
"","357591080390195","18034746","2018-08-21 3:16:34 am","18034746","UPDATE","3.57","0","73.83","0","0","35.267178","-120.65918","Valid(1)","2018-08-21 3:17:28 am","","0"
"","357591080390195","18034746","2018-08-21 3:10:58 am","18034746","UPDATE","3.59","0","73.85","0","0","35.26706","-120.65927","Valid(1)","2018-08-21 3:11:33 am","","0"
"","357591080390195","18034746","2018-08-21 3:05:26 am","18034746","UPDATE","3.6","0","73.87","0","0","35.266968","-120.65942","Valid(1)","2018-08-21 3:05:57 am","","0"
"","357591080390195","18034746","2018-08-21 2:59:49 am","18034746","UPDATE","3.59","0","73.94","0","0","35.26705","-120.65924","Valid(1)","2018-08-21 3:00:25 am","","0"
"","357591080390195","18034746","2018-08-21 2:54:19 am","18034746","UPDATE","3.6","0","73.98","0","0","35.26699","-120.65926","Valid(1)","2018-08-21 2:54:48 am","","0"
"","357591080390195","18034746","2018-08-21 2:48:50 am","18034746","UPDATE","3.6","0","74.03","0","0","35.267105","-120.65926","Valid(1)","2018-08-21 2:49:18 am","","0"
"","357591080390195","18034746","2018-08-21 2:43:21 am","18034746","UPDATE","3.6","0","74.12","0","0","35.26719","-120.65942","Valid(1)","2018-08-21 2:43:49 am","","0"
"","357591080390195","18034746","2018-08-21 2:37:50 am","18034746","UPDATE","3.6","0","74.19","0","0","35.26717","-120.6593","Valid(1)","2018-08-21 2:38:19 am","","0"
"","357591080390195","18034746","2018-08-21 2:32:20 am","18034746","UPDATE","3.59","0","74.28","0","0","35.267025","-120.65936","Valid(1)","2018-08-21 2:32:49 am","","0"
"","357591080390195","18034746","2018-08-21 2:26:50 am","18034746","UPDATE","3.6","0","74.35","0","0","35.267113","-120.65929","Valid(1)","2018-08-21 2:27:18 am","","0"
"","357591080390195","18034746","2018-08-21 2:20:54 am","18034746","UPDATE","3.57","0","74.44","0","0","35.26703","-120.65924","Valid(1)","2018-08-21 2:21:48 am","","0"
"","357591080390195","18034746","2018-08-21 2:15:22 am","18034746","UPDATE","3.6","0","74.44","0","0","35.26709","-120.65927","Valid(1)","2018-08-21 2:15:52 am","","0"
"","357591080390195","18034746","2018-08-21 2:09:46 am","18034746","UPDATE","3.59","0","74.52","0","0","35.267178","-120.65901","Valid(1)","2018-08-21 2:10:20 am","","0"
"","357591080390195","18034746","2018-08-21 2:04:06 am","18034746","UPDATE","3.58","0","74.57","0","0","35.267086","-120.65938","Valid(1)","2018-08-21 2:04:44 am","","0"
"","357591080390195","18034746","2018-08-21 1:58:33 am","18034746","UPDATE","3.59","0","74.61","0","0","35.267097","-120.65927","Valid(1)","2018-08-21 1:59:04 am","","0"
"","357591080390195","18034746","2018-08-21 1:53:03 am","18034746","UPDATE","3.6","0","74.70","0","0","35.26712","-120.65929","Valid(1)","2018-08-21 1:53:31 am","","0"
"","357591080390195","18034746","2018-08-21 1:47:33 am","18034746","UPDATE","3.6","0","74.75","0","0","35.2671","-120.65936","Valid(1)","2018-08-21 1:48:01 am","","0"
"","357591080390195","18034746","2018-08-21 1:42:02 am","18034746","UPDATE","3.6","0","74.84","0","0","35.267006","-120.65928","Valid(1)","2018-08-21 1:42:31 am","","0"
"","357591080390195","18034746","2018-08-21 1:36:29 am","18034746","UPDATE","3.6","0","74.91","0","0","35.267097","-120.65914","Valid(1)","2018-08-21 1:36:59 am","","0"
"","357591080390195","18034746","2018-08-21 1:30:59 am","18034746","UPDATE","3.61","0","74.97","0","0","35.267017","-120.65927","Valid(1)","2018-08-21 1:31:26 am","","0"
"","357591080390195","18034746","2018-08-21 1:25:29 am","18034746","UPDATE","3.6","0","75.06","0","0","35.267017","-120.65924","Valid(1)","2018-08-21 1:25:57 am","","0"
"","357591080390195","18034746","2018-08-21 1:19:55 am","18034746","UPDATE","3.59","0","75.13","0","0","35.26706","-120.65937","Valid(1)","2018-08-21 1:20:26 am","","0"
"","357591080390195","18034746","2018-08-21 1:14:20 am","18034746","UPDATE","3.59","0","75.18","0","0","35.267128","-120.65927","Valid(1)","2018-08-21 1:14:52 am","","0"
"","357591080390195","18034746","2018-08-21 1:08:50 am","18034746","UPDATE","3.6","0","75.25","0","0","35.267094","-120.65929","Valid(1)","2018-08-21 1:09:17 am","","0"
"","357591080390195","18034746","2018-08-21 1:03:21 am","18034746","UPDATE","3.6","0","75.33","0","0","35.26704","-120.65933","Valid(1)","2018-08-21 1:03:47 am","","0"
"","357591080390195","18034746","2018-08-21 12:57:51 am","18034746","UPDATE","3.6","0","75.40","0","0","35.267036","-120.65918","Valid(1)","2018-08-21 12:58:18 am","","0"
"","357591080390195","18034746","2018-08-21 12:52:21 am","18034746","UPDATE","3.6","0","75.42","0","0","35.267128","-120.65931","Valid(1)","2018-08-21 12:52:48 am","","0"
"","357591080390195","18034746","2018-08-21 12:46:52 am","18034746","UPDATE","3.6","0","75.47","0","0","35.267136","-120.65927","Valid(1)","2018-08-21 12:47:18 am","","0"
"","357591080390195","18034746","2018-08-21 12:41:22 am","18034746","UPDATE","3.6","0","75.54","0","0","35.266914","-120.65921","Valid(1)","2018-08-21 12:41:49 am","","0"
"","357591080390195","18034746","2018-08-21 12:35:35 am","18034746","UPDATE","3.58","0","75.61","0","0","35.267002","-120.65921","Valid(1)","2018-08-21 12:36:18 am","","0"
"","357591080390195","18034746","2018-08-21 12:30:03 am","18034746","UPDATE","3.6","0","75.63","0","0","35.26704","-120.65918","Valid(1)","2018-08-21 12:30:31 am","","0"
"","357591080390195","18034746","2018-08-21 12:24:29 am","18034746","UPDATE","3.59","0","75.67","0","0","35.26704","-120.6593","Valid(1)","2018-08-21 12:24:59 am","","0"
"","357591080390195","18034746","2018-08-21 12:18:56 am","18034746","UPDATE","3.6","0","75.67","0","0","35.26703","-120.65937","Valid(1)","2018-08-21 12:19:25 am","","0"
"","357591080390195","18034746","2018-08-21 12:13:25 am","18034746","UPDATE","3.6","0","75.69","0","0","35.267113","-120.65947","Valid(1)","2018-08-21 12:13:52 am","","0"
"","357591080390195","18034746","2018-08-21 12:07:51 am","18034746","UPDATE","3.59","0","75.70","0","0","35.267086","-120.65912","Valid(1)","2018-08-21 12:08:21 am","","0"
"","357591080390195","18034746","2018-08-21 12:02:18 am","18034746","UPDATE","3.59","0","75.70","0","0","35.26697","-120.65901","Valid(1)","2018-08-21 12:02:47 am","","0"
"","357591080390195","18034746","2018-08-20 11:56:47 pm","18034746","UPDATE","3.6","0","75.65","0","0","35.267258","-120.65963","Valid(1)","2018-08-20 11:57:14 pm","","0"
"","357591080390195","18034746","2018-08-20 11:51:18 pm","18034746","UPDATE","3.6","0","75.63","0","0","35.26708","-120.65915","Valid(1)","2018-08-20 11:51:43 pm","","0"
"","357591080390195","18034746","2018-08-20 11:45:20 pm","18034746","UPDATE","3.57","0","75.67","0","0","35.267075","-120.65926","Valid(1)","2018-08-20 11:46:14 pm","","0"
"","357591080390195","18034746","2018-08-20 11:39:43 pm","18034746","UPDATE","3.59","0","75.58","0","0","35.267086","-120.6594","Valid(1)","2018-08-20 11:40:15 pm","","0"
"","357591080390195","18034746","2018-08-20 11:34:10 pm","18034746","UPDATE","3.6","0","75.58","0","0","35.2672","-120.65908","Valid(1)","2018-08-20 11:34:38 pm","","0"
"","357591080390195","18034746","2018-08-20 11:28:39 pm","18034746","UPDATE","3.6","0","75.60","0","0","35.267162","-120.65918","Valid(1)","2018-08-20 11:29:05 pm","","0"
"","357591080390195","18034746","2018-08-20 11:23:06 pm","18034746","UPDATE","3.59","0","75.60","0","0","35.26714","-120.65924","Valid(1)","2018-08-20 11:23:34 pm","","0"
"","357591080390195","18034746","2018-08-20 11:17:36 pm","18034746","UPDATE","3.6","0","75.61","0","0","35.266987","-120.65918","Valid(1)","2018-08-20 11:18:01 pm","","0"
"","357591080390195","18034746","2018-08-20 11:11:52 pm","18034746","UPDATE","3.58","0","75.61","0","0","35.267048","-120.65929","Valid(1)","2018-08-20 11:12:31 pm","","0"
"","357591080390195","18034746","2018-08-20 11:06:22 pm","18034746","UPDATE","3.6","0","75.60","0","0","35.26694","-120.65909","Valid(1)","2018-08-20 11:06:47 pm","","0"
"","357591080390195","18034746","2018-08-20 11:00:24 pm","18034746","UPDATE","3.57","0","75.61","0","0","35.267036","-120.65927","Valid(1)","2018-08-20 11:01:17 pm","","0"
"","357591080390195","18034746","2018-08-20 10:54:54 pm","18034746","UPDATE","3.6","0","75.51","0","0","35.267006","-120.65921","Valid(1)","2018-08-20 10:55:19 pm","","0"
"","357591080390195","18034746","2018-08-20 10:49:20 pm","18034746","UPDATE","3.59","0","75.51","0","0","35.26712","-120.65937","Valid(1)","2018-08-20 10:49:49 pm","","0"
"","357591080390195","18034746","2018-08-20 10:43:48 pm","18034746","UPDATE","3.6","0","75.47","0","0","35.266907","-120.65908","Valid(1)","2018-08-20 10:44:15 pm","","0"
"","357591080390195","18034746","2018-08-20 10:38:16 pm","18034746","UPDATE","3.6","0","75.47","0","0","35.267075","-120.65933","Valid(1)","2018-08-20 10:38:42 pm","","0"
"","357591080390195","18034746","2018-08-20 10:32:46 pm","18034746","UPDATE","3.6","0","75.49","0","0","35.26714","-120.65934","Valid(1)","2018-08-20 10:33:10 pm","","0"
"","357591080390195","18034746","2018-08-20 10:27:15 pm","18034746","UPDATE","3.6","0","75.49","0","0","35.26712","-120.65931","Valid(1)","2018-08-20 10:27:40 pm","","0"
"","357591080390195","18034746","2018-08-20 10:21:15 pm","18034746","UPDATE","3.6","0","75.40","0","0","35.267174","-120.65943","Valid(1)","2018-08-20 10:27:40 pm","","0"
"","357591080390195","18034746","2018-08-20 10:15:43 pm","18034746","UPDATE","3.6","0","75.42","0","0","35.26721","-120.65946","Valid(1)","2018-08-20 10:16:10 pm","","0"
"","357591080390195","18034746","2018-08-20 10:10:08 pm","18034746","UPDATE","3.59","0","75.40","0","0","35.26687","-120.659","Valid(1)","2018-08-20 10:10:38 pm","","0"
"","357591080390195","18034746","2018-08-20 10:04:36 pm","18034746","UPDATE","3.6","0","75.42","0","0","35.26692","-120.65911","Valid(1)","2018-08-20 10:05:03 pm","","0"
"","357591080390195","18034746","2018-08-20 9:58:58 pm","18034746","UPDATE","3.59","0","75.38","0","0","35.26693","-120.65915","Valid(1)","2018-08-20 9:59:31 pm","","0"
"","357591080390195","18034746","2018-08-20 9:52:52 pm","18034746","UPDATE","3.59","0","75.33","0","0","35.267006","-120.65924","Valid(1)","2018-08-20 9:59:30 pm","","0"
"","357591080390195","18034746","2018-08-20 9:47:20 pm","18034746","UPDATE","3.6","0","75.33","0","0","35.26683","-120.6591","Valid(1)","2018-08-20 9:47:50 pm","","0"
"","357591080390195","18034746","2018-08-20 9:41:45 pm","18034746","UPDATE","3.59","0","75.33","0","0","35.267048","-120.65921","Valid(1)","2018-08-20 9:42:18 pm","","0"
"","357591080390195","18034746","2018-08-20 9:36:13 pm","18034746","UPDATE","3.6","0","75.33","0","0","35.26707","-120.65928","Valid(1)","2018-08-20 9:36:43 pm","","0"
"","357591080390195","18034746","2018-08-20 9:30:42 pm","18034746","UPDATE","3.6","0","75.34","0","0","35.267323","-120.65948","Valid(1)","2018-08-20 9:31:11 pm","","0"
"","357591080390195","18034746","2018-08-20 9:25:04 pm","18034746","UPDATE","3.58","0","75.34","0","0","35.267193","-120.65943","Valid(1)","2018-08-20 9:25:40 pm","","0"
"","357591080390195","18034746","2018-08-20 9:19:32 pm","18034746","UPDATE","3.6","0","75.36","0","0","35.267002","-120.65924","Valid(1)","2018-08-20 9:20:02 pm","","0"
"","357591080390195","18034746","2018-08-20 9:14:00 pm","18034746","UPDATE","3.6","0","75.36","0","0","35.26709","-120.65932","Valid(1)","2018-08-20 9:14:30 pm","","0"
"","357591080390195","18034746","2018-08-20 9:08:31 pm","18034746","UPDATE","3.61","0","75.42","0","0","35.267048","-120.65924","Valid(1)","2018-08-20 9:08:58 pm","","0"
"","357591080390195","18034746","2018-08-20 9:02:57 pm","18034746","UPDATE","3.59","0","75.45","0","0","35.26696","-120.65918","Valid(1)","2018-08-20 9:03:28 pm","","0"
"","357591080390195","18034746","2018-08-20 8:57:27 pm","18034746","UPDATE","3.61","0","75.51","0","0","35.267014","-120.6593","Valid(1)","2018-08-20 8:57:54 pm","","0"
"","357591080390195","18034746","2018-08-20 8:51:55 pm","18034746","UPDATE","3.6","0","75.60","0","0","35.26699","-120.65924","Valid(1)","2018-08-20 8:52:24 pm","","0"
"","357591080390195","18034746","2018-08-20 8:46:25 pm","18034746","UPDATE","3.61","0","75.69","0","0","35.26703","-120.65926","Valid(1)","2018-08-20 8:46:52 pm","","0"
"","357591080390195","18034746","2018-08-20 8:40:55 pm","18034746","UPDATE","3.6","0","75.79","0","0","35.267025","-120.65926","Valid(1)","2018-08-20 8:41:23 pm","","0"
"","357591080390195","18034746","2018-08-20 8:35:25 pm","18034746","UPDATE","3.61","0","75.97","0","0","35.267033","-120.65927","Valid(1)","2018-08-20 8:35:52 pm","","0"
"","357591080390195","18034746","2018-08-20 8:29:54 pm","18034746","UPDATE","3.6","0","76.24","0","0","35.26708","-120.6593","Valid(1)","2018-08-20 8:30:22 pm","","0"
"","357591080390195","18034746","2018-08-20 8:24:24 pm","18034746","UPDATE","3.61","0","76.55","0","0","35.267128","-120.65916","Valid(1)","2018-08-20 8:24:51 pm","","0"
"","357591080390195","18034746","2018-08-20 8:18:53 pm","18034746","UPDATE","3.61","0","76.95","0","0","35.266815","-120.65924","Valid(1)","2018-08-20 8:19:20 pm","","0"
"","357591080390195","18034746","2018-08-20 8:13:22 pm","18034746","UPDATE","3.6","0","77.36","0","0","35.245102","-120.67439","Valid(1)","2018-08-20 8:13:50 pm","","0"
"","357591080390195","18034746","2018-08-20 8:07:52 pm","18034746","UPDATE","3.6","0","77.74","0","0","35.2451","-120.67401","Valid(1)","2018-08-20 8:08:19 pm","","0"
"","357591080390195","18034746","2018-08-20 8:01:58 pm","18034746","UPDATE","3.58","0","78.15","0","0","35.24518","-120.67393","Valid(1)","2018-08-20 8:02:48 pm","","0"
"","357591080390195","18034746","2018-08-20 7:56:12 pm","18034746","UPDATE","3.58","0","78.53","0","0","35.244984","-120.67389","Valid(1)","2018-08-20 7:56:54 pm","","0"
"","357591080390195","18034746","2018-08-20 7:50:31 pm","18034746","UPDATE","3.58","0","78.93","0","0","35.24534","-120.67385","Valid(1)","2018-08-20 7:51:08 pm","","0"
"","357591080390195","18034746","2018-08-20 7:44:50 pm","18034746","UPDATE","3.58","0","79.34","0","0","35.28008","-120.66943","Valid(1)","2018-08-20 7:45:27 pm","","0"
"","357591080390195","18034746","2018-08-20 7:39:11 pm","18034746","UPDATE","3.59","0","79.72","0","0","35.29653","-120.6612","Valid(1)","2018-08-20 7:39:46 pm","","0"
"","357591080390195","18034746","2018-08-20 7:33:35 pm","18034746","UPDATE","3.59","0","80.11","0","0","35.296516","-120.66135","Valid(1)","2018-08-20 7:34:07 pm","","0"
"","357591080390195","18034746","2018-08-20 7:28:01 pm","18034746","UPDATE","3.6","0","80.47","0","0","35.29635","-120.66136","Valid(1)","2018-08-20 7:28:31 pm","","0"
"","357591080390195","18034746","2018-08-20 7:22:12 pm","18034746","UPDATE","3.58","0","80.85","0","0","35.296474","-120.66125","Valid(1)","2018-08-20 7:22:57 pm","","0"
"","357591080390195","18034746","2018-08-20 7:16:39 pm","18034746","UPDATE","3.6","0","81.16","0","0","35.296463","-120.66126","Valid(1)","2018-08-20 7:17:08 pm","","0"
"","357591080390195","18034746","2018-08-20 7:11:07 pm","18034746","UPDATE","3.6","0","81.52","0","0","35.296677","-120.66127","Valid(1)","2018-08-20 7:11:35 pm","","0"
"","357591080390195","18034746","2018-08-20 7:05:37 pm","18034746","UPDATE","3.6","0","81.82","0","0","35.296684","-120.6613","Valid(1)","2018-08-20 7:06:03 pm","","0"
"","357591080390195","18034746","2018-08-20 7:00:03 pm","18034746","UPDATE","3.6","0","82.17","0","0","35.296654","-120.66134","Valid(1)","2018-08-20 7:00:33 pm","","0"
"","357591080390195","18034746","2018-08-20 6:54:27 pm","18034746","UPDATE","3.6","0","82.47","0","0","35.29652","-120.66136","Valid(1)","2018-08-20 6:54:58 pm","","0"
"","357591080390195","18034746","2018-08-20 6:48:52 pm","18034746","UPDATE","3.6","0","82.78","0","0","35.2966","-120.66149","Valid(1)","2018-08-20 6:49:22 pm","","0"
"","357591080390195","18034746","2018-08-20 6:43:19 pm","18034746","UPDATE","3.6","0","83.05","0","0","35.29659","-120.66133","Valid(1)","2018-08-20 6:43:47 pm","","0"
"","357591080390195","18034746","2018-08-20 6:37:44 pm","18034746","UPDATE","3.59","0","83.35","0","0","35.296432","-120.66127","Valid(1)","2018-08-20 6:38:14 pm","","0"
"","357591080390195","18034746","2018-08-20 6:31:49 pm","18034746","UPDATE","3.58","0","83.61","0","0","35.296535","-120.66126","Valid(1)","2018-08-20 6:32:39 pm","","0"
"","357591080390195","18034746","2018-08-20 6:26:19 pm","18034746","UPDATE","3.61","0","83.75","0","0","35.296604","-120.66139","Valid(1)","2018-08-20 6:26:44 pm","","0"
"","357591080390195","18034746","2018-08-20 6:20:50 pm","18034746","UPDATE","3.61","0","83.95","0","0","35.296505","-120.66127","Valid(1)","2018-08-20 6:21:14 pm","","0"
"","357591080390195","18034746","2018-08-20 6:15:20 pm","18034746","UPDATE","3.61","0","84.09","0","0","35.29657","-120.66133","Valid(1)","2018-08-20 6:15:45 pm","","0"
"","357591080390195","18034746","2018-08-20 6:09:51 pm","18034746","UPDATE","3.61","0","84.24","0","0","35.296474","-120.66135","Valid(1)","2018-08-20 6:10:15 pm","","0"
